ORIS_Plant_Code,PlantType,cap,OPRNAME,CAPFAC,NAMEPCAP,PLNGENAN,PLNGENOZ,PLNOXAN,PLNOXOZ,PLSO2AN,PLCO2AN,PLCH4AN,PLN2OAN,PLCO2EQA,PLHGAN
6013,O/G Steam,99.0,City of Burbank Water and Power,0.0,171.9,0,0,,,,,,,,
6014,Nuclear,1870.0,Duke Energy Progress - (NC),0.8387,2003.2,"14,716,756","6,673,772",,,,,,,,
6015,Nuclear,932.0,Duke Energy Progress - (NC),0.9137,950.9,"7,610,594","3,520,258",,,,,,,,
6016,Coal Steam,820.0,Ameren Illinois Company,0.5802,441.0,"2,241,252","964,458",1214.0,466.0,44.0,2431262.0,645522.0,93902.0,2453322.0,
6017,Coal Steam,595.0,Ameren Illinois Company,0.2959,1234.8,"3,201,174","1,426,037",1813.0,832.0,5000.0,3245876.0,824460.0,119923.0,3274050.0,
6018,Coal Steam,600.0,Duke Energy Ohio Inc,0.4681,772.0,"3,165,500","1,716,214",1761.0,1012.0,2403.0,3719554.0,829628.0,120710.0,3747910.0,
6019,Coal Steam,1344.0,Duke Energy Ohio Inc,0.2842,1425.6,"3,549,263","1,559,221",9936.0,2242.0,7664.0,4113463.0,819537.0,119153.0,4141461.0,
6020,Nuclear,1240.0,Cleveland Electric Illum Co,0.7984,1311.6,"9,173,102","4,171,493",,,,,,,,
6021,Coal Steam,1304.0,"Tri-State G & T Assn, Inc",0.6337,1427.6,"7,924,394","2,932,978",7985.0,2830.0,3018.0,9181677.0,1974850.0,287233.0,9249160.0,
6022,Nuclear,2337.0,Commonwealth Edison Co,0.9437,2449.8,"20,251,140","8,541,299",,,,,,,,
6023,Nuclear,2300.0,Commonwealth Edison Co,0.9375,2449.8,"20,117,981","8,580,614",,,,,,,,
6026,Nuclear,2269.3,Commonwealth Edison Co,0.9481,2340.0,"19,435,255","8,383,376",,,,,,,,
6030,Coal Steam,1141.0,Great River Energy,0.7681,1217.6,"8,192,593","3,304,656",5609.0,2311.0,5409.0,8153706.0,1858039.0,270262.0,8217201.0,
6030,Combustion Turbine,8.1,Great River Energy,0.7681,1217.6,"8,192,593","3,304,656",5609.0,2311.0,5409.0,8153706.0,1858039.0,270262.0,8217201.0,
6034,Coal Steam,1270.0,ITC Transmission,0.3979,1664.4,"5,801,672","2,682,530",5527.0,2537.0,17494.0,6291190.0,1410746.0,204803.0,6339340.0,
6034,Combustion Turbine,238.0,ITC Transmission,0.3979,1664.4,"5,801,672","2,682,530",5527.0,2537.0,17494.0,6291190.0,1410746.0,204803.0,6339340.0,
6035,Combustion Turbine,224.0,ITC Transmission,0.101,1071.3,"947,511","673,932",627.0,439.0,4.0,626194.0,21369.0,2139.0,626780.0,
6035,O/G Steam,785.0,ITC Transmission,0.101,1071.3,"947,511","673,932",627.0,439.0,4.0,626194.0,21369.0,2139.0,626780.0,
6036,Nuclear,2310.2,"Duke Energy Carolinas, LLC",0.928,2410.2,"19,593,607","7,931,708",,,,,,,,
6038,Nuclear,2315.6,"Duke Energy Carolinas, LLC",0.9162,2440.6,"19,588,255","8,532,091",,,,,,,,
6040,Nuclear,1808.0,Duquesne Light Co,0.9554,1846.8,"15,456,470","6,627,825",,,,,,,,
6041,Coal Steam,2156.0,"East Kentucky Power Coop, Inc",0.418,1608.5,"5,889,596","2,621,142",2154.0,936.0,2622.0,5535736.0,1388351.0,201551.0,5583121.0,
6042,Combined Cycle,1112.0,Florida Power & Light Co,0.4032,2951.2,"10,424,615","5,118,225",976.0,577.0,426.0,4815265.0,191772.0,19968.0,4820637.0,
6042,O/G Steam,1624.0,Florida Power & Light Co,0.4032,2951.2,"10,424,615","5,118,225",976.0,577.0,426.0,4815265.0,191772.0,19968.0,4820637.0,
6043,Combined Cycle,2042.0,Florida Power & Light Co,0.2208,6071.5,"11,744,797","5,773,912",594.0,295.0,24.0,4845670.0,183432.0,18356.0,4850698.0,
6043,O/G Steam,1652.0,Florida Power & Light Co,0.2208,6071.5,"11,744,797","5,773,912",594.0,295.0,24.0,4845670.0,183432.0,18356.0,4850698.0,
6045,Nuclear,1968.0,Florida Power & Light Co,0.7909,2160.0,"14,965,628","5,730,592",,,,,,,,
6046,Combustion Turbine,561.0,"Duke Energy Florida, Inc",0.019,814.8,"135,423","66,821",70.0,42.0,1.0,106952.0,4697.0,554.0,107094.0,
6047,Hydro,6.6000000000000005,Western Massachusetts Electric Company,0.7631,4.8,"32,088","10,512",,,,,,,,
6049,Combustion Turbine,5.6,NSTAR Electric Company,0.0124,5.4,586,174,9.0,3.0,1.0,482.0,39.0,8.0,484.0,
6051,Nuclear,1759.0,Georgia Power Co,0.8597,1848.0,"13,916,881","6,114,881",,,,,,,,
6052,Coal Steam,3488.0,Georgia Power Co,0.1059,1956.8,"1,815,800","1,462,459",981.0,556.0,1656.0,2375432.0,480251.0,69906.0,2391851.0,
6052,Combustion Turbine,49.0,Georgia Power Co,0.1059,1956.8,"1,815,800","1,462,459",981.0,556.0,1656.0,2375432.0,480251.0,69906.0,2391851.0,
6055,Coal Steam,1748.0,Entergy Louisiana LLC,0.142,2632.9,"3,273,954","1,542,412",1989.0,799.0,6021.0,3205421.0,556763.0,79314.0,3224198.0,
6055,O/G Steam,575.0,Entergy Louisiana LLC,0.142,2632.9,"3,273,954","1,542,412",1989.0,799.0,6021.0,3205421.0,556763.0,79314.0,3224198.0,
6058,Combustion Turbine,77.4,Rochester Public Utilities,0.0274,84.9,"20,340","9,526",38.0,18.0,1.0,14474.0,548.0,59.0,14490.0,
6060,Combustion Turbine,81.6,Imperial Irrigation District,0.0062,92.4,"5,023","2,025",13.0,5.0,0.0,4764.0,182.0,19.0,4769.0,
6061,Coal Steam,720.0,South Mississippi El Pwr Assn,0.0,950.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6063,Combustion Turbine,195.10000000000002,MidAmerican Energy Co,0.0004,264.1,"1,023",520,10.0,3.0,0.0,4192.0,167.0,17.0,4196.0,
6064,Coal Steam,502.0,City of Kansas City - (KS),0.1817,671.0,"1,068,102","477,260",1461.0,670.0,1203.0,1412809.0,290380.0,42273.0,1422738.0,
6064,Combustion Turbine,76.0,City of Kansas City - (KS),0.1817,671.0,"1,068,102","477,260",1461.0,670.0,1203.0,1412809.0,290380.0,42273.0,1422738.0,
6065,Coal Steam,2282.0,Kansas City Power & Light Co,0.5666,1725.0,"8,562,278","3,801,406",2326.0,1080.0,446.0,8267441.0,1967144.0,286229.0,8334678.0,
6068,Coal Steam,4310.0,Westar Energy Inc,0.3474,2160.0,"6,573,628","3,047,641",3802.0,1775.0,1231.0,8003666.0,1888367.0,274785.0,8068214.0,
6071,Coal Steam,1243.0,Louisville Gas & Electric Co,0.3883,2594.1,"8,823,367","3,797,625",2424.0,920.0,3966.0,8064220.0,1922955.0,278678.0,8129780.0,
6071,Combustion Turbine,954.0,Louisville Gas & Electric Co,0.3883,2594.1,"8,823,367","3,797,625",2424.0,920.0,3966.0,8064220.0,1922955.0,278678.0,8129780.0,
6072,Nuclear,1401.0,Entergy Mississippi Inc,0.8746,1440.0,"11,032,514","4,767,918",,,,,,,,
6073,Coal Steam,2040.0,Mississippi Power Co,0.5303,2229.0,"10,355,136","4,967,003",3334.0,2038.0,224.0,6009594.0,698310.0,95777.0,6032594.0,
6073,Combined Cycle,968.9999999999999,Mississippi Power Co,0.5303,2229.0,"10,355,136","4,967,003",3334.0,2038.0,224.0,6009594.0,698310.0,95777.0,6032594.0,
6074,Combustion Turbine,242.10000000000002,Kansas City Power & Light Co,0.008,261.8,"18,391","12,670",31.0,22.0,2.0,23144.0,884.0,97.0,23169.0,
6074,Solar PV,3.0,Kansas City Power & Light Co,0.008,261.8,"18,391","12,670",31.0,22.0,2.0,23144.0,884.0,97.0,23169.0,
6076,Coal Steam,2094.0,NorthWestern Energy LLC - (MT),0.6476,2363.4,"13,407,682","5,204,540",13615.0,5208.0,8991.0,15617379.0,3551533.0,516585.0,15738744.0,
6077,Coal Steam,1365.0,Nebraska Public Power District,0.7038,1362.6,"8,400,555","3,504,295",7477.0,2939.0,23412.0,8735460.0,2034205.0,295854.0,8804969.0,
6081,Combined Cycle,305.09999999999997,Western Massachusetts Electric Company,0.0055,956.6,"46,274","42,140",60.0,46.0,7.0,27494.0,1138.0,133.0,27528.0,
6081,Combustion Turbine,134.6,Western Massachusetts Electric Company,0.0055,956.6,"46,274","42,140",60.0,46.0,7.0,27494.0,1138.0,133.0,27528.0,
6082,Coal Steam,686.0,New York State Elec & Gas Corp,0.0602,655.1,"345,276","23,960",397.0,33.0,949.0,364033.0,91313.0,13301.0,367156.0,
6083,Hydro,6.0,Western Massachusetts Electric Company,0.6467,4.8,"27,192","8,908",,,,,,,,
6085,Coal Steam,2528.0,Northern Indiana Pub Serv Co,0.2848,2201.4,"5,492,575","2,348,501",4985.0,2042.0,1168.0,7300885.0,1536564.0,223448.0,7353386.0,
6085,Combustion Turbine,155.0,Northern Indiana Pub Serv Co,0.2848,2201.4,"5,492,575","2,348,501",4985.0,2042.0,1168.0,7300885.0,1536564.0,223448.0,7353386.0,
6086,Hydro,19.9,Northern States Power Co,0.4158,35.3,"128,587","50,738",,,,,,,,
6087,Hydro,114.8,Georgia Power Co,0.006,321.2,"16,932","(33,963)",,,,,,,,
6087,Pumped Storage,213.2,Georgia Power Co,0.006,321.2,"16,932","(33,963)",,,,,,,,
6088,Combustion Turbine,95.0,Tucson Electric Power Co,0.0132,107.8,"12,476","6,145",29.0,15.0,0.0,11100.0,419.0,42.0,11111.0,
6089,Coal Steam,106.0,Montana-Dakota Utilities Co,0.4384,68.6,"263,459","112,371",678.0,304.0,18.0,383566.0,84309.0,12259.0,386447.0,
6089,Combustion Turbine,18.2,Montana-Dakota Utilities Co,0.4384,68.6,"263,459","112,371",678.0,304.0,18.0,383566.0,84309.0,12259.0,386447.0,
6090,Coal Steam,2238.0,Northern States Power Co - Minnesota,0.4971,2469.3,"10,752,654","4,840,883",7137.0,3256.0,5132.0,11505656.0,2547748.0,370646.0,11592729.0,
6092,Combustion Turbine,100.1,Basin Electric Power Coop,0.0046,135.0,"5,400","2,863",33.0,18.0,19.0,6096.0,494.0,99.0,6117.0,
6094,Coal Steam,2510.0,American Transmission Systems Inc,0.0273,2741.1,"654,433","268,383",370.0,190.0,1191.0,864496.0,211524.0,30847.0,871737.0,
6095,Coal Steam,2050.0,Oklahoma Gas & Electric Co,0.1974,2088.0,"3,609,927","1,914,242",2583.0,1346.0,587.0,4288100.0,1036009.0,150737.0,4323510.0,
6096,Coal Steam,1320.0,Omaha Public Power District,0.5596,1389.6,"6,812,457","2,971,344",4149.0,1777.0,10386.0,7457452.0,1679764.0,244314.0,7514851.0,
6098,Coal Steam,948.0,Otter Tail Power Co,0.6629,451.0,"2,619,088","981,446",1019.0,430.0,1028.0,2909710.0,631965.0,91929.0,2931307.0,
6098,Combustion Turbine,0.6,Otter Tail Power Co,0.6629,451.0,"2,619,088","981,446",1019.0,430.0,1028.0,2909710.0,631965.0,91929.0,2931307.0,
6099,Nuclear,2240.0,Pacific Gas & Electric Co,0.7944,2323.0,"16,165,384","8,060,445",,,,,,,,
6100,Pumped Storage,808.0,Pacific Gas & Electric Co,0.0,1053.0,"(298,392)","(164,687)",,,,,,,,
6101,Coal Steam,664.0,PacifiCorp,0.5252,402.3,"1,850,871","729,818",2642.0,1026.0,1752.0,2449066.0,579461.0,84297.0,2468870.0,
6103,Nuclear,2494.0,PPL Electric Utilities Corp,0.9431,2532.0,"20,919,007","9,183,871",,,,,,,,
6105,Nuclear,2241.8,PECO Energy Co,0.9699,2277.0,"19,345,594","8,038,780",,,,,,,,
6110,Nuclear,852.9,New York Power Authority,0.9506,883.3,"7,355,106","3,057,044",,,,,,,,
6112,Combined Cycle,680.0,Public Service Co of Colorado,0.3981,1148.5,"4,004,703","1,791,694",459.0,192.0,9.0,1881394.0,69102.0,6910.0,1883288.0,
6112,Combustion Turbine,288.0,Public Service Co of Colorado,0.3981,1148.5,"4,004,703","1,791,694",459.0,192.0,9.0,1881394.0,69102.0,6910.0,1883288.0,
6113,Coal Steam,5644.0,Duke Energy Indiana Inc,0.4165,3339.5,"12,184,147","4,621,826",8121.0,2380.0,9666.0,12659573.0,3253879.0,473463.0,12770793.0,
6115,Nuclear,1250.9,Public Service Co of NH,1.0025,1242.0,"10,906,923","4,574,714",,,,,,,,
6118,Nuclear,1190.0,Public Service Elec & Gas Co,0.7719,1290.7,"8,726,946","3,933,232",,,,,,,,
6119,Hydro,6.0,Western Massachusetts Electric Company,0.5443,4.8,"22,886","7,498",,,,,,,,
6120,Combustion Turbine,134.0,Puget Sound Energy Inc,0.0053,169.2,"7,870","3,531",17.0,8.0,0.0,7384.0,312.0,36.0,7393.0,
6122,Nuclear,582.0,Rochester Gas & Electric Corp,0.9284,614.0,"4,993,693","2,043,717",,,,,,,,
6124,Coal Steam,142.0,Georgia Power Co,0.0069,988.0,"60,005","29,717",339.0,191.0,79.0,69587.0,8175.0,1147.0,69860.0,
6124,Combustion Turbine,657.6,Georgia Power Co,0.0069,988.0,"60,005","29,717",339.0,191.0,79.0,69587.0,8175.0,1147.0,69860.0,
6125,Combustion Turbine,14.0,Massachusetts Electric Co,0.0266,19.5,"4,542","2,503",5.0,2.0,0.0,262.0,13.0,2.0,263.0,
6126,Pumped Storage,576.0,South Carolina Electric&Gas Company,0.0,587.2,"(188,774)","(113,613)",,,,,,,,
6127,Nuclear,971.0,South Carolina Electric&Gas Company,0.2916,3229.6,"8,248,436","3,613,472",,,,,,,,
6128,Hydro,58.0,AEP Texas Central Company,0.1665,66.0,"96,244","42,575",,,,,,,,
6130,Hydro,286.0,Georgia Power Co,0.0463,500.0,"202,647","12,414",,,,,,,,
6130,Pumped Storage,286.0,Georgia Power Co,0.0463,500.0,"202,647","12,414",,,,,,,,
6131,Hydro,82.0,Alabama Power Co,0.3525,82.0,"253,223","110,757",,,,,,,,
6132,Hydro,336.0,Georgia Power Co,0.0908,628.0,"499,588","112,311",,,,,,,,
6132,Pumped Storage,328.0,Georgia Power Co,0.0908,628.0,"499,588","112,311",,,,,,,,
6133,Hydro,45.0,Georgia Power Co,0.3888,73.3,"249,679","87,204",,,,,,,,
6136,Coal Steam,470.0,Texas Municipal Power Agency,0.0,453.5,0,0,,,,,,,,
6137,Coal Steam,490.0,Southern Indiana Gas & Elec Co,0.3989,706.8,"2,469,960","1,206,643",2424.0,1182.0,3957.0,3050382.0,654835.0,95195.0,3072752.0,
6137,Combustion Turbine,160.0,Southern Indiana Gas & Elec Co,0.3989,706.8,"2,469,960","1,206,643",2424.0,1182.0,3957.0,3050382.0,654835.0,95195.0,3072752.0,
6138,Coal Steam,1056.0,Southwestern Electric Power Co,0.4863,558.0,"2,376,855","1,168,792",2373.0,1167.0,736.0,2690733.0,622892.0,90623.0,2712022.0,
6139,Coal Steam,1056.0,Southwestern Electric Power Co,0.3099,1674.0,"4,544,694","2,051,150",4951.0,2193.0,11178.0,5423293.0,1249641.0,181802.0,5466002.0,
6140,Hydro,27.0,Northeast Missouri El Pwr Coop,0.3027,58.0,"153,782","80,470",,,,,,,,
6140,Pumped Storage,31.0,Northeast Missouri El Pwr Coop,0.3027,58.0,"153,782","80,470",,,,,,,,
6141,Pumped Storage,186.0,Southwestern Power Administration,0.1841,161.4,"260,253","107,318",,,,,,,,
6142,Hydro,115.0,Southwestern Power Administration,0.1022,100.0,"89,547","39,612",,,,,,,,
6145,Nuclear,2400.0,Oncor Electric Delivery Company LLC,0.9069,2430.0,"19,304,710","7,989,645",,,,,,,,
6146,Coal Steam,2410.0,Oncor Electric Delivery Company LLC,0.4362,3179.6,"12,150,030","5,183,475",9489.0,3903.0,46549.0,13898034.0,3341494.0,486071.0,14012227.0,
6147,Coal Steam,1865.0,Oncor Electric Delivery Company LLC,,2780.0,,,,,,,,,,
6149,Nuclear,894.0,The Toledo Edison Co,0.967,925.2,"7,837,459","3,247,778",,,,,,,,
6151,Pumped Storage,1616.3,Tennessee Valley Authority,0.0,1713.6,"(615,360)","(317,037)",,,,,,,,
6152,Nuclear,2277.7,Tennessee Valley Authority,0.8448,2441.0,"18,064,619","7,984,759",,,,,,,,
6153,Nuclear,1190.0,Union Electric Co - (MO),0.8489,1235.8,"9,189,863","3,831,299",,,,,,,,
6155,Coal Steam,1180.0,Union Electric Co - (MO),0.5097,1242.0,"5,545,392","1,677,298",2188.0,637.0,13201.0,5802416.0,1400798.0,203777.0,5850289.0,
6156,Combustion Turbine,129.60000000000002,United Illuminating Co,0.0,641.5,"(4,276)","4,980",6.0,5.0,1.0,14692.0,850.0,123.0,14721.0,
6156,O/G Steam,442.0,United Illuminating Co,0.0,641.5,"(4,276)","4,980",6.0,5.0,1.0,14692.0,850.0,123.0,14721.0,
6158,Hydro,382.0,WAPA-- Western Area Power Administration,0.2848,300.0,"748,456","374,411",,,,,,,,
6159,Hydro,35.0,WAPA-- Western Area Power Administration,0.5446,28.0,"133,569","64,181",,,,,,,,
6163,Hydro,6765.0,Bonneville Power Administration,0.279,6809.0,"16,639,421","7,807,007",,,,,,,,
6163,Pumped Storage,314.0,Bonneville Power Administration,0.279,6809.0,"16,639,421","7,807,007",,,,,,,,
6165,Coal Steam,1821.0,PacifiCorp,0.6284,1577.2,"8,681,798","3,515,255",10514.0,4247.0,3546.0,9336998.0,2157046.0,313749.0,9410710.0,
6166,Coal Steam,2600.0,Indiana Michigan Power Co,0.3577,2600.0,"8,146,946","3,658,955",8521.0,2559.0,14415.0,8395922.0,2026740.0,294901.0,8465197.0,
6167,Pumped Storage,3003.0,Virginia Electric & Power Co,0.0,2862.0,"(780,339)","(451,058)",,,,,,,,
6168,Hydro,1.0,Virginia Electric & Power Co,0.8924,1960.4,"15,325,055","6,420,122",,,,,,,,
6168,Nuclear,1892.0,Virginia Electric & Power Co,0.8924,1960.4,"15,325,055","6,420,122",,,,,,,,
6170,Coal Steam,2376.0,American Transmission Co,,1235.2,,,,,,,,,,
6170,Combustion Turbine,2.0,American Transmission Co,,1235.2,,,,,,,,,,
6171,Hydro,61.0,"East Kentucky Power Coop, Inc",0.1839,70.0,"112,750","49,316",,,,,,,,
6172,Hydro,525.0,Bonneville Power Administration,0.3286,525.0,"1,511,427","726,256",,,,,,,,
6174,Hydro,49.0,PacifiCorp,0.6187,49.0,"265,582","117,944",,,,,,,,
6175,Hydro,810.0,Bonneville Power Administration,0.309,810.0,"2,192,833","979,358",,,,,,,,
6177,Coal Steam,759.0,Salt River Project,0.2882,821.8,"2,074,935","1,120,363",1831.0,1069.0,87.0,2796720.0,557763.0,81168.0,2815786.0,
6178,Coal Steam,635.0,Oncor Electric Delivery Company LLC,0.5916,622.4,"3,225,780","1,342,254",2419.0,1049.0,11264.0,3731527.0,837562.0,121831.0,3760149.0,
6179,Coal Steam,2795.0,Lower Colorado River Authority,0.6489,1690.0,"9,606,490","4,393,168",6211.0,2796.0,930.0,11313838.0,2463131.0,358306.0,11398015.0,
6180,Coal Steam,1665.0,Oncor Electric Delivery Company LLC,0.417,3397.0,"12,407,412","5,839,610",4535.0,2170.0,6974.0,13495544.0,3055741.0,444326.0,13599945.0,
6183,Coal Steam,391.0,"South Texas Electric Coop, Inc",0.5769,410.0,"2,071,883","1,053,122",2267.0,1076.0,8940.0,3107771.0,669367.0,97386.0,3130648.0,
6188,Hydro,132.0,Alabama Power Co,0.1336,135.0,"157,954","69,087",,,,,,,,
6189,Pumped Storage,1035.0,Georgia Transmission Corp,0.0,847.8,"(531,117)","(252,012)",,,,,,,,
6190,Coal Steam,1122.0,Cleco Power LLC,0.3355,1707.3,"5,017,804","2,619,602",3736.0,1648.0,4739.0,5940626.0,852485.0,129988.0,5970651.0,
6190,O/G Steam,421.0,Cleco Power LLC,0.3355,1707.3,"5,017,804","2,619,602",3736.0,1648.0,4739.0,5940626.0,852485.0,129988.0,5970651.0,
6193,Coal Steam,1018.0,Southwestern Public Service Co,0.3948,1080.0,"3,735,239","1,639,760",2945.0,1271.0,10476.0,4185571.0,967994.0,140736.0,4218641.0,
6194,Coal Steam,1067.0,Southwestern Public Service Co,0.2756,1135.8,"2,741,753","1,318,667",2488.0,1200.0,7225.0,3190396.0,722697.0,105078.0,3215087.0,
6195,Coal Steam,643.0,City Utilities of Springfield - (MO),0.3379,603.0,"1,785,013","822,732",702.0,323.0,1558.0,1916868.0,444364.0,64560.0,1932042.0,
6195,Combustion Turbine,104.0,City Utilities of Springfield - (MO),0.3379,603.0,"1,785,013","822,732",702.0,323.0,1558.0,1916868.0,444364.0,64560.0,1932042.0,
6196,Hydro,76.0,Southern California Edison Co,0.3155,74.2,"205,056","104,746",,,,,,,,
6200,Hydro,503.2,PUD No 1 of Chelan County,0.4095,629.4,"2,257,715","947,512",,,,,,,,
6202,Hydro,495.0,City of Seattle - (WA),0.1326,450.0,"522,600","133,460",,,,,,,,
6204,Coal Steam,2280.0,Basin Electric Power Coop,0.603,1710.0,"9,032,133","3,840,948",7191.0,2893.0,6132.0,11638442.0,2235643.0,325237.0,11714848.0,
6206,Hydro,4.6,"Tri-State G & T Assn, Inc",0.3052,8.1,"21,657","10,406",,,,,,,,
6207,Hydro,3.8,"Tri-State G & T Assn, Inc",0.1078,3.6,"3,398","1,633",,,,,,,,
6208,Pumped Storage,230.0,WAPA-- Western Area Power Administration,0.0,200.0,"(47,913)","(27,459)",,,,,,,,
6210,Combustion Turbine,45.0,Avista Corp,0.0064,61.8,"3,459","1,582",7.0,3.0,0.0,2497.0,94.0,9.0,2499.0,
6211,Combustion Turbine,165.0,Pacific Gas & Electric Co,0.0019,259.8,"4,251",176,32.0,1.0,0.0,5637.0,468.0,94.0,5657.0,
6213,Coal Steam,983.0,"Hoosier Energy R E C, Inc",0.4853,1080.0,"4,590,850","1,787,911",1476.0,595.0,2898.0,5056184.0,1171400.0,170408.0,5096217.0,
6220,Combustion Turbine,6.5,City of Durant - (IA),0.0002,7.4,14,6,0.0,0.0,0.0,12.0,1.0,0.0,12.0,
6223,Combustion Turbine,262.0,Empire District Electric Co,0.0346,379.0,"114,799","61,938",105.0,54.0,2.0,91757.0,4252.0,564.0,91894.0,
6229,Combustion Turbine,3.1,Nebraska Public Power District,0.0018,4.1,66,28,1.0,1.0,0.0,63.0,5.0,1.0,64.0,
6231,Hydro,1.4,Northern States Power Co,0.4445,3.2,"12,461","4,917",,,,,,,,
6238,Combustion Turbine,20.1,"Prairie Power, Inc",0.0006,46.0,238,100,2.0,1.0,1.0,353.0,29.0,6.0,354.0,
6243,Combustion Turbine,94.2,City of Bryan - (TX),0.0843,203.2,"150,101","77,036",74.0,39.0,1.0,122329.0,4564.0,456.0,122454.0,
6243,O/G Steam,110.0,City of Bryan - (TX),0.0843,203.2,"150,101","77,036",74.0,39.0,1.0,122329.0,4564.0,456.0,122454.0,
6248,Coal Steam,1010.0,Public Service Co of Colorado,0.5188,552.3,"2,510,140","1,038,064",792.0,296.0,1316.0,3082683.0,674667.0,98121.0,3105736.0,
6249,Coal Steam,1690.0,South Carolina Public Service Authority,0.0645,1260.0,"712,311","506,502",416.0,255.0,348.0,977793.0,220162.0,32022.0,985316.0,
6250,Coal Steam,1456.0,Duke Energy Progress - (NC),0.2282,763.2,"1,525,530","1,040,218",1280.0,811.0,1123.0,1936246.0,435348.0,63395.0,1951134.0,
6251,Nuclear,2560.0,Austin Energy,0.9269,2708.6,"21,993,297","9,518,803",,,,,,,,
6253,Combustion Turbine,278.0,American Transmission Co,0.0052,335.7,"15,261","6,387",54.0,11.0,2.0,18206.0,782.0,114.0,18233.0,
6254,Coal Steam,1460.0,ITC Midwest LLC,0.5961,725.9,"3,790,697","1,723,225",2063.0,1193.0,1356.0,4463912.0,1000826.0,145611.0,4498118.0,
6257,Coal Steam,6784.0,Georgia Power Co,0.387,3564.0,"12,082,963","6,359,029",10068.0,2395.0,1221.0,15053635.0,3263147.0,474677.0,15165152.0,
6258,Combustion Turbine,295.001,Georgia Power Co,0.0,317.6,69,23,25.0,8.0,10.0,3370.0,292.0,58.0,3382.0,
6264,Coal Steam,2598.0,Appalachian Power Co,0.7249,1300.0,"8,255,230","3,992,929",13778.0,1777.0,4640.0,8447286.0,1996111.0,290399.0,8515507.0,
6280,Hydro,16.0,Empire District Electric Co,0.3457,16.0,"48,459","20,102",,,,,,,,
6356,Combustion Turbine,16.0,City of Holland,0.0,24.0,(120),(53),0.0,0.0,0.0,69.0,6.0,1.0,70.0,
6358,Combined Cycle,51.0,Hutchinson Utilities Comm,0.0154,115.5,"15,568","12,982",9.0,7.0,0.0,10014.0,344.0,34.0,10024.0,
6358,Combustion Turbine,22.0,Hutchinson Utilities Comm,0.0154,115.5,"15,568","12,982",9.0,7.0,0.0,10014.0,344.0,34.0,10024.0,
6359,Hydro,6.8999999999999995,PacifiCorp,0.4537,7.4,"29,412","14,133",,,,,,,,
6369,Combustion Turbine,5.0,American Transmission Co,0.0071,6.0,371,165,12.0,5.0,1.0,593.0,48.0,10.0,595.0,
6373,Combustion Turbine,258.0,Lincoln Electric System,0.0055,266.1,"12,718","8,221",40.0,20.0,1.0,12571.0,578.0,76.0,12590.0,
6377,Combustion Turbine,3.0,Tideland Electric Member Corp,0.0038,4.0,132,44,4.0,1.0,0.0,198.0,16.0,3.0,199.0,
6377,Energy Storage,1.0,Tideland Electric Member Corp,0.0038,4.0,132,44,4.0,1.0,0.0,198.0,16.0,3.0,199.0,
6378,Hydro,1.3,Western Massachusetts Electric Company,0.4945,1.2,"5,198","1,703",,,,,,,,
6379,Hydro,3.7,Western Massachusetts Electric Company,0.3067,3.7,"9,942","3,257",,,,,,,,
6388,Hydro,6.4,Western Massachusetts Electric Company,0.4918,5.7,"24,557","8,045",,,,,,,,
6390,Combustion Turbine,2.4,A & N Electric Coop,0.011,4.1,395,197,7.0,3.0,1.0,334.0,27.0,5.0,335.0,
6391,Combustion Turbine,1.6,A & N Electric Coop,0.0135,1.7,201,107,3.0,2.0,0.0,176.0,14.0,3.0,177.0,
6393,Hydro,1.5,Lower Valley Energy Inc,0.7468,1.5,"9,813","4,715",,,,,,,,
6394,Hydro,1.7,Lower Valley Energy Inc,0.3324,2.5,"7,280","3,498",,,,,,,,
6395,Hydro,40.0,Bonneville Power Administration,0.3598,40.0,"126,064","60,575",,,,,,,,
6396,Hydro,10.2,Bonneville Power Administration,0.2722,22.7,"54,133","26,011",,,,,,,,
6397,Hydro,3.3000000000000003,Idaho Power Co,0.2076,4.8,"8,729","4,194",,,,,,,,
6398,Hydro,27.7,Bonneville Power Administration,0.1647,27.7,"39,952","19,197",,,,,,,,
6400,Hydro,57.599999999999994,WAPA-- Western Area Power Administration,0.8456,49.8,"368,878","177,250",,,,,,,,
6402,Hydro,27.900000000000002,WAPA-- Western Area Power Administration,0.1952,27.9,"47,702","22,921",,,,,,,,
6403,Hydro,17.2,Bonneville Power Administration,0.342,17.2,"51,535","22,887",,,,,,,,
6404,Hydro,5.4,WAPA-- Western Area Power Administration,0.532,4.8,"22,370","10,749",,,,,,,,
6405,Hydro,151.8,WAPA-- Western Area Power Administration,0.3784,151.8,"503,190","241,788",,,,,,,,
6406,Hydro,12.0,Bonneville Power Administration,0.4039,12.0,"42,456","18,958",,,,,,,,
6407,Hydro,12.9,Bonneville Power Administration,0.5153,12.9,"58,229","26,002",,,,,,,,
6408,Hydro,5.0,WAPA-- Western Area Power Administration,0.5069,5.0,"22,202","10,668",,,,,,,,
6409,Hydro,41.4,WAPA-- Western Area Power Administration,0.2553,41.4,"92,587","44,489",,,,,,,,
6410,Hydro,30.5,AEP Texas Central Company,0.2265,31.5,"62,510","27,652",,,,,,,,
6413,Hydro,52.0,Entergy Texas Inc.,0.4835,52.0,"220,252","97,432",,,,,,,,
